FeatureID,Taxon,Confidence
ASV_3179,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Prevotella sp. oral clone ID019,0.771
ASV_3180,Unassigned,0.586
ASV_3181,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis;Oceanicaulis alexandrii,0.743
ASV_3182,Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae;Calothrix PCC-6303;uncultured cyanobacterium,0.873
ASV_3183,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Ascidiimonas;uncultured bacterium,0.999
ASV_3184,Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella,1.000
ASV_3185,Bacteria,0.860
ASV_3186,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Peptoniphilus,1.000
ASV_3187,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium,0.999
ASV_3188,Bacteria,0.836
ASV_3189,Bacteria,0.832
ASV_3190,Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium,0.988
ASV_3191,Unassigned,0.842
ASV_3192,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,1.000
ASV_3193,Bacteria,0.787
ASV_3194,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella,1.000
ASV_3195,Bacteria,0.831
ASV_3196,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis;Oceanicaulis alexandrii,0.707
ASV_3197,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus,1.000
ASV_3198,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocystis,0.748
ASV_3199,Bacteria;Proteobacteria;Gammaproteobacteria,0.709
ASV_3200,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter,0.994
ASV_3201,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia;Massilia lurida,0.853
ASV_3202,Bacteria,0.800
ASV_3203,Unassigned,0.869
ASV_3204,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesoflavibacter,0.998
ASV_3205,Unassigned,0.886
ASV_3206,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;uncultured bacterium,0.887
ASV_3207,Bacteria,0.809
ASV_3208,Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;uncultured bacterium,0.877
ASV_3209,Bacteria,0.932
ASV_3210,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;Rhodobacter sp. CCB-MM2,0.994
ASV_3211,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum,0.956
ASV_3212,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;unidentified proteobacterium,1.000
ASV_3213,Eukaryota,1.000
ASV_3214,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast,1.000
ASV_3215,Bacteria;Proteobacteria;Gammaproteobacteria,0.979
ASV_3216,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,0.935
ASV_3217,Bacteria;Planctomycetes;OM190;wastewater metagenome,0.988
ASV_3218,Bacteria,1.000
ASV_3219,Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Blastocatellales;Blastocatellaceae;Blastocatella;uncultured bacterium gp4,0.993
ASV_3220,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicimonas;uncultured alpha proteobacterium,0.910
ASV_3221,Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Chroococcidiopsaceae;Aliterella CENA595;uncultured bacterium,0.913
ASV_3222,Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae,1.000
ASV_3223,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides,1.000
ASV_3224,Bacteria,0.998
ASV_3225,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Dechloromonas,0.994
ASV_3226,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium,0.794
ASV_3227,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,0.990
ASV_3228,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces graevenitzii,0.807
ASV_3229,Unassigned,0.825
ASV_3230,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Candidatus Electrothrix;uncultured bacterium,0.786
ASV_3231,Bacteria;Planctomycetes;Phycisphaerae;S-70,0.804
ASV_3232,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus,1.000
ASV_3233,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;mle1-27;uncultured bacterium,0.826
ASV_3234,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera,0.838
ASV_3235,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,1.000
ASV_3236,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured;uncultured organism,0.777
ASV_3237,Unassigned,0.874
ASV_3238,Bacteria,0.895
ASV_3239,Unassigned,0.836
ASV_3240,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;Olavius crassitunicatus delta-proteobacterial endosymbiont,0.928
ASV_3241,Unassigned,0.805
ASV_3242,Unassigned,0.803
ASV_3243,Unassigned,0.857
ASV_3244,Bacteria,0.906
ASV_3245,Unassigned,0.760
ASV_3246,Bacteria,0.766
ASV_3247,Bacteria,0.852
ASV_3248,Unassigned,0.766
ASV_3249,Bacteria,0.863
ASV_3250,Bacteria,0.775
ASV_3251,Bacteria,0.779
ASV_3252,Bacteria,0.820
ASV_3253,Unassigned,0.757
ASV_3254,Unassigned,0.980
ASV_3255,Unassigned,0.707
ASV_3256,Unassigned,0.798
ASV_3257,Bacteria,0.839
ASV_3258,Bacteria,0.779
ASV_3259,Unassigned,0.825
ASV_3260,Bacteria,0.745
ASV_3261,Bacteria,0.987
ASV_3262,Bacteria,0.962
ASV_3263,Bacteria,0.837
ASV_3264,Bacteria;Proteobacteria;Gammaproteobacteria,0.731
ASV_3265,Unassigned,0.315
ASV_3266,Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;metagenome,0.868
ASV_3267,Bacteria,1.000
ASV_3268,Bacteria,0.931
ASV_3269,Bacteria,0.708
ASV_3270,Bacteria,0.915
ASV_3271,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Salinibacterium,0.773
ASV_3272,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;metagenome,0.987
ASV_3273,Bacteria,0.744
ASV_3274,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus,1.000
ASV_3275,Bacteria,0.929
ASV_3276,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;uncultured delta proteobacterium,0.817
ASV_3277,Bacteria;Proteobacteria;Gammaproteobacteria,0.929
ASV_3278,Bacteria,0.990
ASV_3279,Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter;uncultured Bacteroidetes bacterium,0.997
ASV_3280,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Stomatobaculum;uncultured bacterium,0.836
ASV_3281,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,0.841
ASV_3282,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola,0.999
ASV_3283,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium;uncultured marine bacterium,1.000
ASV_3284,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,1.000
ASV_3285,Bacteria;Proteobacteria;Gammaproteobacteria,0.897
ASV_3286,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidetes VC2.1 Bac22;uncultured sediment bacterium,0.991
ASV_3287,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;uncultured;uncultured Enhygromyxa sp.,0.911
ASV_3288,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Tissierella;uncultured bacterium,0.766
ASV_3289,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae,1.000
ASV_3290,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera,0.962
ASV_3291,Bacteria,0.942
ASV_3292,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae,1.000
ASV_3293,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yangia,0.749
ASV_3294,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,0.865
ASV_3295,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium,0.971
ASV_3296,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Berkiella;uncultured bacterium,0.972
ASV_3297,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfococcus;uncultured delta proteobacterium,0.989
ASV_3298,Bacteria,0.993
ASV_3299,Bacteria;Dependentiae;Babeliae;Babeliales;UBA12409;candidate division TM6 bacterium RIFCSPHIGHO2_12_FULL_36_22,0.797
ASV_3300,Bacteria,0.990
ASV_3301,Bacteria,0.821
ASV_3302,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;uncultured delta proteobacterium,0.941
ASV_3303,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae,1.000
ASV_3304,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Limnohabitans,0.996
ASV_3305,Bacteria;Bacteroidetes;Ignavibacteria;OPB56;Chlorobi bacterium canine oral cavity COT-312,0.905
ASV_3306,Bacteria;Schekmanbacteria;uncultured bacterium,0.929
ASV_3307,Bacteria,0.990
ASV_3308,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus,1.000
ASV_3309,Bacteria;Gemmatimonadetes;BD2-11 terrestrial group;uncultured bacterium,0.780
ASV_3310,Unassigned,0.865
ASV_3311,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Marixanthomonas;uncultured bacterium,0.972
ASV_3312,Bacteria;Firmicutes;Bacilli;Bacillales;uncultured;uncultured bacterium,0.997
ASV_3313,Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Blastocatellales;Blastocatellaceae;Aridibacter;uncultured Acidobacterium sp.,0.996
ASV_3314,Bacteria;Proteobacteria;Deltaproteobacteria,0.760
ASV_3315,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum;uncultured marine bacterium,0.999
ASV_3316,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group,1.000
ASV_3317,Unassigned,0.654
ASV_3318,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;uncultured bacterium,0.775
ASV_3319,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia,1.000
ASV_3320,Bacteria;Proteobacteria;Alphaproteobacteria,1.000
ASV_3321,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium,0.703
ASV_3322,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;uncultured Deinococcus sp.,0.764
ASV_3323,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;uncultured bacterium,0.809
ASV_3324,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured marine microorganism,1.000
ASV_3325,Bacteria;Chloroflexi;Anaerolineae,0.833
ASV_3326,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia,0.999
ASV_3327,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Fastidiosipila;uncultured bacterium,0.993
ASV_3328,Bacteria,0.940
ASV_3329,Bacteria;Verrucomicrobia;Verrucomicrobiae,0.922
ASV_3330,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;uncultured bacterium,0.715
ASV_3331,Unassigned,0.812
ASV_3332,Bacteria,0.774
ASV_3333,Bacteria,0.843
ASV_3334,Bacteria,0.756
ASV_3335,Bacteria;Proteobacteria;Gammaproteobacteria;uncultured,0.925
ASV_3336,Bacteria,0.721
ASV_3337,Unassigned,0.834
ASV_3338,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella yabuuchiae,0.807
ASV_3339,Bacteria,0.857
ASV_3340,Unassigned,0.304
ASV_3341,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured bacterium,0.880
ASV_3342,Unassigned,0.831
ASV_3343,Unassigned,0.870
ASV_3344,Bacteria,0.847
ASV_3345,Unassigned,0.986
ASV_3346,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter;Flammeovirgaceae bacterium EF2C-B566,0.986
ASV_3347,Unassigned,0.849
ASV_3348,Unassigned,0.863
ASV_3349,Bacteria,0.771
ASV_3350,Unassigned,0.843
ASV_3351,Bacteria,0.776
ASV_3352,Bacteria,0.772
ASV_3353,Bacteria,0.831
ASV_3354,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus;seawater metagenome,0.995
ASV_3355,Bacteria,1.000
ASV_3356,Bacteria;Proteobacteria,0.702
ASV_3357,Bacteria,0.989
ASV_3358,Bacteria,0.977
ASV_3359,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group;uncultured microorganism,1.000
ASV_3360,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;uncultured bacterium,0.897
ASV_3361,Bacteria,0.897
ASV_3362,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix sp. FBR0112,0.912
ASV_3363,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Rickettsiella,0.998
ASV_3364,Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales,0.896
ASV_3365,Bacteria;Proteobacteria;Gammaproteobacteria,0.949
ASV_3366,Bacteria;Firmicutes,0.881
ASV_3367,Bacteria;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;uncultured delta proteobacterium,0.760
ASV_3368,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudorhizobium,0.982
ASV_3369,Bacteria;Actinobacteria;Acidimicrobiia;IMCC26256,1.000
ASV_3370,Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas;uncultured bacterium,0.914
ASV_3371,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia,0.921
ASV_3372,Bacteria;Proteobacteria;Alphaproteobacteria,1.000
ASV_3373,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae,0.993
ASV_3374,Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;uncultured bacterium,0.966
ASV_3375,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Imperialibacter,0.964
ASV_3376,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group;uncultured Bacteroidales bacterium,0.799
ASV_3377,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis,1.000
ASV_3378,Bacteria;Planctomycetes,0.733
ASV_3379,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Catalinimonas,1.000
ASV_3380,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus Fritschea;Candidatus Syngnamydia salmonis,0.829
ASV_3381,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast,0.978
ASV_3382,Bacteria,0.812
ASV_3383,Bacteria,0.747
ASV_3384,Unassigned,0.850
ASV_3385,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;Rhodobacteraceae bacterium enrichment culture clone ACL_P1H4,0.878
ASV_3386,Bacteria,0.881
ASV_3387,Bacteria;Proteobacteria,0.706
ASV_3388,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Thalassobacillus;Thalassobacillus hwangdonensis,0.996
ASV_3389,Bacteria,0.732
ASV_3390,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Oceanithermus,0.868
ASV_3391,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Weeksellaceae;Cloacibacterium,0.999
ASV_3392,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Halobacteriovorax;uncultured phototrophic eukaryote,0.893
ASV_3393,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium,1.000
ASV_3394,Unassigned,0.356
ASV_3395,Bacteria,0.777
ASV_3396,Unassigned,0.838
ASV_3397,Unassigned,0.863
ASV_3398,Bacteria,0.726
ASV_3399,Unassigned,0.796
ASV_3400,Unassigned,0.821
ASV_3401,Bacteria,0.783
ASV_3402,Bacteria,0.807
ASV_3403,Unassigned,0.772
ASV_3404,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia,1.000
ASV_3405,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;Hyphomicrobiaceae bacterium WX185,0.863
ASV_3406,Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter;uncultured Bacteroidetes bacterium,0.993
ASV_3407,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia,0.975
ASV_3408,Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9,0.716
ASV_3409,Unassigned,0.832
ASV_3410,Unassigned,0.883
ASV_3411,Bacteria,0.772
ASV_3412,Unassigned,0.770
ASV_3413,Bacteria,0.837
ASV_3414,Bacteria,0.835
ASV_3415,Bacteria,0.769
ASV_3416,Unassigned,0.839
ASV_3417,Bacteria,0.999
ASV_3418,Bacteria;Planctomycetes;OM190;uncultured bacterium,0.934
ASV_3419,Unassigned,0.848
ASV_3420,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;unidentified proteobacterium,0.998
ASV_3421,Unassigned,0.803
ASV_3422,Bacteria,0.868
ASV_3423,Bacteria,0.837
ASV_3424,Bacteria;Proteobacteria;Gammaproteobacteria,0.963
ASV_3425,Bacteria,0.752
ASV_3426,Unassigned,0.553
ASV_3427,Bacteria,0.807
ASV_3428,Bacteria,0.812
ASV_3429,Bacteria,0.764
ASV_3430,Bacteria,0.800
ASV_3431,Unassigned,0.904
ASV_3432,Bacteria,0.793
ASV_3433,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured,0.991
ASV_3434,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales,0.979
ASV_3435,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured bacterium contig00007,1.000
ASV_3436,Bacteria;Proteobacteria;Gammaproteobacteria,0.941
ASV_3437,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;1174-901-12,1.000
ASV_3438,Bacteria,0.999
ASV_3439,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;uncultured;uncultured delta proteobacterium,0.944
ASV_3440,Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas,0.816
ASV_3441,Bacteria,0.958
ASV_3442,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus,0.732
ASV_3443,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae,0.784
ASV_3444,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,1.000
ASV_3445,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae,1.000
ASV_3446,Bacteria,0.990
ASV_3447,Bacteria,0.808
ASV_3448,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;unidentified marine bacterioplankton,0.856
ASV_3449,Bacteria;Proteobacteria;Gammaproteobacteria,0.999
ASV_3450,Bacteria;Proteobacteria;Deltaproteobacteria;PB19;uncultured deep-sea bacterium,0.791
ASV_3451,Bacteria,1.000
ASV_3452,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Marinifilum;bacterium endosymbiont of Osedax mucofloris,0.854
ASV_3453,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter;Litoreibacter albidus,0.737
ASV_3454,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;uncultured;uncultured organism,0.999
ASV_3455,Bacteria,0.990
ASV_3456,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Berkiella,0.960
ASV_3457,Bacteria;Proteobacteria;Gammaproteobacteria,0.998
ASV_3458,Bacteria,0.781
ASV_3459,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;uncultured proteobacterium,0.985
ASV_3460,Bacteria,1.000
ASV_3461,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Tunicatimonas;bacterium CNX-520,0.954
ASV_3462,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;uncultured;metagenome,0.748
ASV_3463,Bacteria,0.991
ASV_3464,Bacteria;Proteobacteria;Gammaproteobacteria,0.776
ASV_3465,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;uncultured organism,1.000
ASV_3466,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae,0.823
ASV_3467,Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;uncultured bacterium,0.920
ASV_3468,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,0.950
ASV_3469,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;uncultured Sorangiineae bacterium,0.925
ASV_3470,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;bacteriap25,0.822
ASV_3471,Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;uncultured bacterium,0.934
ASV_3472,Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria,0.964
ASV_3473,Bacteria,0.842
ASV_3474,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis,1.000
ASV_3475,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI,1.000
ASV_3476,Eukaryota;Opisthokonta,0.863
ASV_3477,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,1.000
ASV_3478,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. R-36721,0.960
ASV_3479,Bacteria;Bacteroidetes;Bacteroidia,0.866
ASV_3480,Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales,0.712
ASV_3481,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae,0.735
ASV_3482,Bacteria,0.918
ASV_3483,Bacteria;Proteobacteria,0.709
ASV_3484,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2;Spirochaeta isovalerica,1.000
ASV_3485,Bacteria;Dependentiae;Babeliae;Babeliales,0.762
ASV_3486,Bacteria,0.890
ASV_3487,Bacteria,0.997
ASV_3488,Bacteria;Proteobacteria;Gammaproteobacteria,0.919
ASV_3489,Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae,0.999
ASV_3490,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia,0.896
ASV_3491,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;uncultured Cytophagales bacterium,0.946
ASV_3492,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae,0.766
ASV_3493,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales,0.793
ASV_3494,Bacteria,0.997
ASV_3495,Bacteria;Proteobacteria,0.823
ASV_3496,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides,1.000
ASV_3497,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;uncultured Bacteroidetes bacterium,0.798
ASV_3498,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae,0.997
ASV_3499,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;uncultured;hydrothermal vent metagenome,0.782
ASV_3500,Bacteria,0.997
ASV_3501,Bacteria,0.986
ASV_3502,Bacteria,0.998
ASV_3503,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0.933
ASV_3504,Bacteria,0.978
ASV_3505,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae,1.000
ASV_3506,Bacteria;Proteobacteria;Gammaproteobacteria;CHAB-XI-27;uncultured gamma proteobacterium CHAB-XI-27,1.000
ASV_3507,Bacteria,0.836
ASV_3508,Bacteria,0.704
ASV_3509,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured;uncultured bacterium,0.835
ASV_3510,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured,1.000
ASV_3511,Bacteria;Firmicutes;Clostridia;Clostridiales,0.996
ASV_3512,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina,0.989
